0.452856,177221306157683145888267538353052712960.000000,178288769375123333302679882188235735040.000000,238730816489426195154462441807342993408.000000,162270178624375326164430881935694233600.000000,0.448678
0.452856,245712691194520020619509075959282139136.000000,78222063727079998307999258909582819328.000000,94774700463896955754346002262110765056.000000,264403925482355613847027241434658897920.000000,0.459716
0.452856,233120925099561783283573295521395113984.000000,73271345578731864812970792303617638400.000000,65834090213216852043565694465804861440.000000,6579062881238802719853537999640854528.000000,0.448683
0.452856,111479800073704562807269557102555693056.000000,127712593352276735236865864275928809472.000000,94677142073703391219606815983425028096.000000,9928268023125997807683713180326952960.000000,0.449442
0.452856,283523098330418653668820269964919308288.000000,61823553020841189905204090719577309184.000000,16591741222532797866924113653007384576.000000,38015454691087950067920891735919558656.000000,0.460423
0.452856,69200995560435033898528968113347624960.000000,4777199915800343055150145251982704640.000000,42267469181602288081432405469145595904.000000,135035080703049485029177056592339664896.000000,0.455998
0.452856,298405661178061328920788772699305410560.000000,232823889210916304570214588026311409664.000000,314164140166847305211685861427729399808.000000,52800461683838261241609011185026334720.000000,0.444394
0.452856,209746989494483110646926308405359411200.000000,42970525951597267302714098020692000768.000000,229745546775731675943290417909627617280.000000,226338730717015908513850422058366795776.000000,0.441901
0.452856,249890583619137813603456274462683430912.000000,259282231691651097683242505487165423616.000000,120849391025773875695469745491264143360.000000,292158050265438901228429876938422616064.000000,0.460297
0.452856,136164405269780810038382439543945035776.000000,132063910520210551828773023751451181056.000000,313566579815104519697655527510340796416.000000,110046188656894453612528905513531867136.000000,0.456832
0.452856,24032817286956898519745322554281164800.000000,16596027149212169510530574006544760832.000000,176328697593436039524580043771206434816.000000,253778356456784973093659331483689549824.000000,0.452258
0.452856,22858197028978218417565659403741298688.000000,107535043806275943949010420279061512192.000000,238267809642994034822024573954985820160.000000,143707585519450893656576601901599031296.000000,0.457855
0.452856,99551998939531466554332113882767687680.000000,37897720373941153034027483929017057280.000000,241635399521536339920864655822259486720.000000,72836227045504725527365851921778737152.000000,0.460573
0.452856,314930490731311679926984284370320228352.000000,306643422685813265818486220650874667008.000000,112317676555636215138318030026806657024.000000,150976861968628463291530568604261023744.000000,0.454335
0.452856,328311729337682454882501787617264140288.000000,284896643391187548441600401769259597824.000000,33188715306743337864817605696846561280.000000,226297192342147629892822178087733035008.000000,0.487799
0.452856,133524284576492679402638073738546905088.000000,210960810579623248515117855605822324736.000000,117948681933898028398118505401343279104.000000,34877350136006161794092561043321520128.000000,0.475068
0.452856,328108966088874749133273586946157838336.000000,81830715114364104422745559845203607552.000000,29784150595493575770794667990478487552.000000,100144296005982104459887433488447569920.000000,0.470326
0.452856,226470444684982022461583535508218183680.000000,246996790828936811525719600385451098112.000000,321767163666052963083465880150302785536.000000,259659159991725360326401141205064744960.000000,0.488065
0.452856,51097920727490933635799637004388401152.000000,227283769310088454445583820284787425280.000000,334345908454045656046989486452864188416.000000,169046612802593763859753354379357323264.000000,0.470338
0.452856,106396632720042182991455108958880006144.000000,157792197808466704890726171875890692096.000000,283670145800045128279393887536742924288.000000,136180783315535758762249776949358493696.000000,0.471488
0.452856,69639049972452301763427774859810177024.000000,22917900836947767565917351131308097536.000000,211503892379170625642389467206256689152.000000,51123861929374004122271865538783215616.000000,0.466782
0.452856,77656108440102103009407040796510650368.000000,26378095127137945278995570161140891648.000000,101691478775367861183166977711047442432.000000,71719675326221300157609949751670734848.000000,0.465120
0.452856,151638646570381211819958331492846796800.000000,172940460221917217025248383602123603968.000000,337055719506731933822310535013681070080.000000,95026435590692678461812823571447152640.000000,0.449677
0.452856,319450405429075851029290505372157607936.000000,16835114925969415173258662708001112064.000000,90587163753512626401112216840722972672.000000,190671971452127220511646213041148657664.000000,0.476297
0.452856,63297252620232916626537674050767945728.000000,64809002020041093881586582425371148288.000000,196563443534519128523031019016700297216.000000,164988741536805579635539863735441031168.000000,0.451054
0.452856,325090132243467234507373278064747216896.000000,153143672351405778546261701353648685056.000000,87760951952110991689228135004775645184.000000,321863484829260704866309205646660075520.000000,0.494509
0.452856,246778836055335970675343863223131570176.000000,50428900376112082373948130933906341888.000000,200322179682267856085996923625024782336.000000,337365999808848597076456080063854542848.000000,0.487466
0.452856,265909062816633000657517943005342859264.000000,180185600603666441172397853075755237376.000000,81927446996366320151914970273399439360.000000,122190169853828071194679990511151874048.000000,0.456015
0.452856,108271487957779734276268732999631110144.000000,8808170685113734080291824731353513984.000000,328544672811980394317320821798284034048.000000,196032429768685924139661656030781112320.000000,0.455570
0.452856,69885050247932591961082225083845443584.000000,322038501741730615130397446478007107584.000000,34039701831182550544336357525647523840.000000,270207229930200448047079148708870225920.000000,0.450721
0.452856,25923819858040156990675211600462348288.000000,296491001711476611232768152177905500160.000000,154997687413275577739714719593703407616.000000,107851266854406477142590181873861787648.000000,0.445550
0.452856,87413463569576429445689858722117976064.000000,121329840744465176464472207979727290368.000000,18833610465000226812747267695888564224.000000,75675804954835166690059314996323549184.000000,0.453528
0.452856,213323062261341351266054144068602036224.000000,305788296014513707741742180589404946432.000000,28841730968561101361004761952880164864.000000,247362766627825102266849304587655970816.000000,0.445658
0.452856,68448979588958040001302669890603188224.000000,42410754264247285307142380825855655936.000000,169011595222413059250766409450012016640.000000,223446661931631216828099783497493774336.000000,0.451440
0.452856,146312506090871886818300207252390281216.000000,246836356968971926812666177627778711552.000000,177442201880676516230854747866808713216.000000,165146122894125114772194482431794872320.000000,0.480048
0.452856,1141280651051865097598611888518725632.000000,257275125002092935681429533394403852288.000000,35495912922893528612846892339416793088.000000,29983012015753779029925061809118642176.000000,0.495309
0.452856,219097119474537719757354719406458929152.000000,93012645847170113234595160859386839040.000000,96562250069495588423819745359701213184.000000,47826368058421919196416945371954020352.000000,0.474203
0.452856,75343345837816910334305183626868817920.000000,189141501388254872764796001353608462336.000000,20931346566571105847390845087615287296.000000,252785552789095827478077537480490352640.000000,0.451596
0.452856,258364290397809030383195500788462911488.000000,298640490916452407960957233974694903808.000000,27970198363193389539346551558526468096.000000,293860190644196556713748378160847650816.000000,0.454377
0.452856,80157233780376408747736096088845713408.000000,77434705656868641375059232601472499712.000000,2080933075952203796869388216563662848.000000,176719478779269596258638235461734105088.000000,0.459991
0.452856,194592845182247539527981151976253554688.000000,72832226340210405235374728326462570496.000000,315231927902841151052824988418932998144.000000,215524210763577648798813019514416922624.000000,0.444266
0.452856,163338209749284415825615096293913264128.000000,95411142194849941520579043060214661120.000000,134260394068238009477334391329470283776.000000,191308413183080206277879253839252553728.000000,0.437511
0.452856,182844239136922705783239282721577500672.000000,228764527188022251948224937259425595392.000000,319406453447464737859481811678620811264.000000,184925173797438159865395422809020170240.000000,0.434874
0.452856,274553527201757360850556381239699308544.000000,38911224775932025635735719095560044544.000000,233504181511432385247904202781695672320.000000,249503108466069652091677186174115381248.000000,0.445612
0.452856,308740704968469263147004062222853865472.000000,94256292215632420884145122492865839104.000000,170915991789738329193552512662261202944.000000,102718752398178412812634270067807223808.000000,0.442643
0.452856,230605906308708976151003836361929129984.000000,336242881659455989478400424971142692864.000000,262409799534943788914285595582720376832.000000,209729992835235250547111040608781729792.000000,0.450318
0.452856,164458447796513304886470550876942499840.000000,70063408687384703837872811224841846784.000000,197344762517270998171102315030740205568.000000,57680292810621632148505782147746889728.000000,0.442629
0.452856,293246992554649355761821180912717529088.000000,212794664926347017948169470278098747392.000000,301694291636016618066668427917322616832.000000,123880647847063626969504722064087449600.000000,0.447952
0.452856,234196663540120260579518609835102830592.000000,125934383796300584161622348887555571712.000000,152862477024660751787504096661819359232.000000,156324126577739991507935233906931924992.000000,0.443544
0.452856,127648440090700385003314919120111140864.000000,161710769485097009442467992797974626304.000000,9226558131893761080141110875936260096.000000,324993222890380986826087658098102632448.000000,0.436151
0.452856,22784305675490914925752416573899931648.000000,159217534002158524203933852986389823488.000000,213057382977943118035170859024006512640.000000,324478597311507532992420844491222548480.000000,0.438907
0.452856,103221076695627251908188959666782339072.000000,282754212464753822494718853615917727744.000000,252435782635480854421616567132063006720.000000,256083553720288003695693056328601698304.000000,0.455741
0.452856,181612407272054525231711270361972604928.000000,4398814451361118062294489073748803584.000000,68230167883551444867851520956916826112.000000,190838976812803688365916994708237713408.000000,0.453337
0.452856,85581130403572933887920040093688004608.000000,125751842109867719127806823625981427712.000000,204537777106338837525262240068566777856.000000,298638523522720853748926111091320160256.000000,0.447979
0.452856,127340056193881663180354013137932910592.000000,196893843986962614234237119740149497856.000000,137674106146219018474718529246168350720.000000,39493492190833657790266396785478991872.000000,0.449087
0.452856,268763852533166180573029366518352183296.000000,320249471520230915888982755231072780288.000000,168460501871072239713677338685319675904.000000,336994020416717625440880887475269009408.000000,0.451714
0.452856,55193725169840347396623514995022364672.000000,328469749590904505046774760652033490944.000000,172769925721969713780323835113310781440.000000,259731507346781585834803361050401964032.000000,0.455083
0.452856,288390491269512585188829555275788713984.000000,70614425979689509681197792187341864960.000000,17087051609210574169200321993147154432.000000,85782250777202743851843901037440139264.000000,0.437332
0.452856,221198579933572069329979894112203046912.000000,80225722407005539525840159969625767936.000000,100574201959941105266193419426705965056.000000,49376740236717850144870655299818618880.000000,0.466642
0.452856,68006057398635895735502115803831992320.000000,336447531172356834832978052736618594304.000000,97740607361443741346275020791290527744.000000,240775993261810411341661162890768416768.000000,0.457251
0.452856,142892678866395376842283249239429480448.000000,85580623343332842596159441412405854208.000000,197100481176004617452516294336251428864.000000,159979726672654150326795366742467018752.000000,0.477065
0.452856,273940004593656501471902400835548610560.000000,245261529275296392862598793301675999232.000000,181449417828479580408184430250638180352.000000,34231857379767546469932833784331239424.000000,0.458295
0.452856,270856064213421264983941221277509877760.000000,7098482080857019603002111389692067840.000000,242748802396728798368787240181605335040.000000,28314332542239747887888467564502712320.000000,0.441429
0.452856,217289895931623544967569747475121045504.000000,283672944772570432209912392257420394496.000000,295651634472439090503943519130685014016.000000,74108055822111307172969888260919656448.000000,0.454017
0.452856,154073519419685189376847563088856088576.000000,213722747424990911083428448602444267520.000000,310358632782552556896722334457939361792.000000,335522957530574373436702417286745554944.000000,0.444823
0.452856,119585725919032763847211347920765845504.000000,16308811749766658890345261471193104384.000000,199818324062893941289325226008577572864.000000,22052176606630301491376798631041433600.000000,0.462684
0.452856,327292700514375787657061829818152124416.000000,75221859274893437741383345578478403584.000000,264586183215054027757456831434715037696.000000,282661988348286018349301165464320212992.000000,0.457132
0.452856,255461127134371141233722963081136439296.000000,234597525083526832193777503309519650816.000000,222617354767757107327805428286911152128.000000,225537392995985234667070690107307589632.000000,0.461198
0.452856,335903029604137202088776764828594208768.000000,122877449444452609872830655094604169216.000000,252013502867532826643389985360288153600.000000,195439007028502283566397807352654856192.000000,0.458907
0.452856,306258178597801505990453766559948079104.000000,60586341246825640748096126351568797696.000000,236003298893155929470861287296153419776.000000,230562015174326673936206414510146191360.000000,0.448253
0.452856,80972414245961574859580172038907625472.000000,150593686686396275933881357132965609472.000000,233075370807591981631801109995006722048.000000,303589763943116281274467994339005956096.000000,0.481289
0.452856,81240715030801080068865752265731866624.000000,261435026929392289633710690685914447872.000000,219766215884952584712970315279133310976.000000,333254228039538708538090949599645663232.000000,0.478624
0.452856,239940276856501547913512840348779413504.000000,315734302906313999277555737886036328448.000000,83488538428137781008187736323568697344.000000,135661229111128617572669944160415907840.000000,0.442511
0.452856,122445687650014874938680877982853103616.000000,239504752675082335594499421021914791936.000000,226438337630579441867302427009432420352.000000,15238725763234599269301220957078159360.000000,0.437667
0.452856,53015642837925802726054273560732499968.000000,189063799477063283215401859433931735040.000000,324836926641975247053800720579692593152.000000,272781858722878387439024588839865810944.000000,0.461599
0.452856,154264082799116298646315759488313851904.000000,79963070273240651306767649052284682240.000000,282123429526080255544534094100922630144.000000,237752616156651678741585889825069727744.000000,0.485760
0.452856,131898700152784007147334761416100937728.000000,53986242337701350675439451310586331136.000000,41679578468638043501276688403807600640.000000,18054692412485189431162406437719638016.000000,0.455743
0.452856,270496720762473368339040147826475532288.000000,253634270218960631626967610210553692160.000000,236946309245268110235552290797445447680.000000,255051300765919755581136684921651200000.000000,0.444713
0.452856,109435961940354187630318816537715146752.000000,24043298222119585520436897296383213568.000000,276183441919916412737495206300294840320.000000,51277044827905583363148727154120851456.000000,0.451940
0.452856,47895556428182375957150635432903442432.000000,339478149097744071079394674971026391040.000000,184658886041751817084399419346886066176.000000,89575132361519219001968520843304632320.000000,0.453724
0.452856,5192440103052653418452865456682303488.000000,50910754651668436021127451769521045504.000000,107755128232885168224780671902766071808.000000,242138748080670163425775754757424545792.000000,0.446268
0.452856,177815357652564499663314529395968835584.000000,206089381441018190312694204791947001856.000000,214660930563617422750558552657930223616.000000,113716463075156854414940764185372393472.000000,0.443267
0.452856,246888847845026177335723353114106920960.000000,89508474222356817787120218201953140736.000000,131734787859572096172803631704832999424.000000,91265397389453936434253800950101704704.000000,0.447281
0.452856,26989011445604735418000073343501336576.000000,111487649366221176003723624688803381248.000000,176474041340655807394838049773922025472.000000,134744139678489903642780745246267408384.000000,0.442055
0.452856,184517781318139212413260018319689252864.000000,301564098848770777994217110511317680128.000000,50811193373526510883933900699770814464.000000,58896385525637379003784811440353837056.000000,0.443142
0.452856,132496737141152478475620058093894762496.000000,331000345272332916662229811300487135232.000000,326192298663739269929880995646880612352.000000,264231525000724574648423689798727761920.000000,0.459578
0.452856,212413619297123214015914773268188364800.000000,24568409806758127267712891632178167808.000000,290717329864062712123205631837823041536.000000,48605329211057364337801457518031929344.000000,0.445160
0.452856,92385087811623526900007808957346217984.000000,142197002358194926372577070493944774656.000000,275789618372642308252873422522074267648.000000,143196286255752438696859315643929853952.000000,0.439437
0.452856,292565787545701110758962488531025395712.000000,142960006325074698562255542140073410560.000000,185921040108977456883211232847163555840.000000,278475739570911520877139300693389082624.000000,0.462230
0.452856,319073355434543966476109325970750570496.000000,226886031257760845188570214687068651520.000000,125334785062392631654714408271412723712.000000,269508338660077818787610774324056686592.000000,0.476897
0.452856,100193653249752590799864109124452089856.000000,284413374417561340090409010612867694592.000000,333163626515839196526307177228151029760.000000,35700924983866039241033348162009432064.000000,0.456480
0.452856,53339613766524930857735983005524033536.000000,202140071772633551654424891810539110400.000000,199629677371170377102712092624366338048.000000,239260653875502387740947215852687589376.000000,0.446112
0.452856,4004503492431225823467829813145763840.000000,44891194082027066798097812915285393408.000000,67958895725705004688848832457779183616.000000,129339293308513608334042493697195507712.000000,0.444538
0.452856,58088876881484794136278593538090860544.000000,229329716814037609396258651363761717248.000000,209863593067294504100193581153002717184.000000,50970156758795130850881587281724964864.000000,0.454772
0.452856,27624418773667934949041492831789645824.000000,208667072877546281106873660957886775296.000000,16376873178143512755141020962992947200.000000,227254116427247915703424009403407269888.000000,0.446947
0.452856,115601013304684951198217035012238213120.000000,63952987993321376044261494671657664512.000000,264502051780018080628538298236380643328.000000,183559903959787554974148261483204575232.000000,0.452349
0.452856,192446783704494759932093717264931487744.000000,163830372559521825434287388319994085376.000000,204911277679190083036119228700998762496.000000,62028045345067606959335932893855744000.000000,0.457071
0.452856,273982151440812889643043363223720951808.000000,128238729198600261393498267947913707520.000000,42648811441066545419367052707606036480.000000,290359041098414205365166603643855568896.000000,0.449501
0.452856,48049652035146119523196574674548948992.000000,200141037482097643017440650723789373440.000000,230688516563024649404640573516417073152.000000,312551688603356997412982054950491127808.000000,0.514490
0.452856,205727989466700324849080312668532768768.000000,202859488841275076404362300813654097920.000000,140178121729861844576082997021811671040.000000,70356940789771151725165781832265891840.000000,0.456779
